;id;color;name;brand;rate_beer;features;description;image
247;248;rubia;Er Boquerón;(cervezas artesanas Er Boquerón); 18 / 100;{'Estilo de cerveza': ' Ale', 'Graduación alcohólica': ' 4,8% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 23 IBUs', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'Población': 'Xátiva', 'Provincia': 'Valencia', 'Comunidad Autónoma': 'Valencia'};"
Er Boquerón es una cerveza artesana elaborada a base de agua de mar, lo cual, sin duda, la hace totalmente diferente. 
Es elaborada por La Socarrada, lo cual es garantía de éxito. Es suave, una Ale, para tomar en los momentos en los que quieres poner una pausa... la encontrarás.
Er Boquerón: Cerveza artesana con agua de mar.
";https://static1.soloartesanas.es/2451-large_default/er-boqueron.jpg
248;249;rubia;La Socarrada;(cervezas artesanas La Socarrada); 41 / 100;{'Estilo de cerveza': ' Winter Honey Ale (Elaborada con Miel de Romero)', 'Graduación alcohólica': ' 6,0% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 14 IBUs', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'Población': 'Xativa', 'Provincia': 'Valencia', 'Comunidad Autónoma': 'Valencia', 'País': 'España', 'Temperatura de consumo': '4-6ºC', 'Vaso recomendado': 'Mug'};"
La Socarrada es la mejor cerveza artesana del mundo, o por lo menos así opinan desde el International Taste & Quality Institute de Bruselas. Lo dijeron en el año 2012, y ahí sigue, haciendo disfrutar a miles de personas.
Es una cerveza artesana premiun de estilo Winter Honey Ale, elaborada con Romero y Miel de Romero, lo cual le otorga un dulzor característico, siendo por ello su IBU de 14 puntos.
Es una cerveza perfecta para ofrecer a tus comensales en cualquier comida en la que quieras quedar bien.
";https://static3.soloartesanas.es/3045-large_default/la-socarrada.jpg
249;250;rubia;Barceloneta;(cervezas artesanas Birra 08); 23 / 100;{'Estilo de cerveza': ' Summer Ale', 'Graduación alcohólica': ' 2,6% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 23 IBUs', 'Color': 'Rubia', 'Grano': 'Cebada', 'European Brewing Convention (EBC)': '2', 'Población': 'Barcelona', 'Provincia': 'Barcelona', 'Comunidad Autónoma': 'Cataluña'};"
Cerveza Barceloneta, así se llama la cerveza artesana, rubia y suave de Birra 08. Un cervecería artesana, en mitad de Barcelona, para dar sabor a malta y lúpulo a tu vida.
Es una Summer Ale elaborada con mucho cuidado, con el objetivo de hacerte disfrutar de buenos aromas y mejor sabor.
Tú, tu cerveza artesanal Barceloneta... ¿Qué más puedes pedir al caer una tarde de verano?
";https://static2.soloartesanas.es/147-large_default/barceloneta.jpg
250;251;rubia;Eko´s 2.0;(cervezas artesanas L'anjub);;{'Estilo de cerveza': ' Amercian Amber Ale', 'Graduación alcohólica': ' 6,5% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 25 IBUs', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'Población': 'Flix', 'Provincia': 'Tarragona', 'Comunidad Autónoma': 'Cataluña', 'Temperatura de consumo': '4-10 ºC'};"
Eko´s 2.0 es la cerveza artesana ecológica de L'anjub. El estilo elgido para su elaboración es el de American Amber Ale, lo cual da una gran personalidad a una cerveza tan intensa.
Flix es la localidad en la que está la se de le cervecería, y es aquí donde los maestros artesanos de L'Anjub ponen todo su trabajo en hacer lo que más te gusta: beber una buena cerveza. ¿No? Entonces tienes que probar la cerveza Eko´s 2.0.
";https://static1.soloartesanas.es/2738-large_default/ekos-20.jpg
251;252;rubia;Clot;(cervezas artesanas Birra 08); 35 / 100;{'Estilo de cerveza': ' Pale Ale', 'Graduación alcohólica': ' 4,3% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 35 IBUs', 'Color': 'Rubia', 'Grano': 'Trigo', 'European Brewing Convention (EBC)': '15', 'Lúpulos': 'Fuggles', 'Población': 'Barcelona', 'Provincia': 'Barcelona', 'Comunidad Autónoma': 'Cataluña'};"
Cerveza Clot, así se llama la cerveza artesana de trigo de Birra 08. Una cervecería artesana, en mitad de Barcelona, para dar sabor a malta y lúpulo a tu vida.
Es una Pale Ale elaborada con lúpulos Fuggles apta para acompañar cualquier plato, pero cuanto más contundente mejor.
Una cerveza artesana de trigo así no se ve todos los días. No pierdas la oportunidad de saborearla en tu casa!
";https://static3.soloartesanas.es/143-large_default/clot.jpg
252;253;rubia;Blat Ràner ;(cervezas artesanas L'anjub); 20 / 100;{'Estilo de cerveza': ' Witbier', 'Graduación alcohólica': ' 4,0% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 22 IBUs', 'Color': 'Rubia', 'Fermentación': 'Ale', 'Grano': 'Trigo', 'Población': 'Flix', 'Provincia': 'Tarragona', 'Comunidad Autónoma': 'Cataluña'};"
L'anjub elabora de forma artesanal la cerveza Blat Ráner. Es una cerveza de estilo Witbier, rubia y elaborada con maltas de trigo. Un placer para los amantes de una buen cerveza artesana.
Flix es la localidad en la que está la sede le cervecería, y es aquí donde los maestros artesanos de L'Anjub ponen todo su trabajo en hacer lo que más te gusta: beber una buena cerveza. ¿No? Entonces tienes que probar la cerveza Blat Ràner.
";https://static1.soloartesanas.es/2739-large_default/blat-raner-.jpg
253;254;rubia;Lug;(cervezas artesanas L'anjub); 35 / 100;{'Estilo de cerveza': ' Ordinay Bitter', 'Graduación alcohólica': ' 3,5% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 42 IBUs', 'Color': 'Negra', 'Fermentación': 'Ale', 'Grano': 'Cebada', 'Población': 'Flix', 'Provincia': 'Tarragona', 'Comunidad Autónoma': 'Cataluña'};"
L'anjub elabora de forma artesanal la cerveza Lug. Es una cerveza Ordinary Bitter, rubia elaborada con maltas de cebada.Un gran acierto para tus veladas con amigos. O para ti, cuando quieras.
Flix es la localidad en la que está la sede le cervecería, y es aquí donde los maestros artesanos de L'Anjub ponen todo su trabajo en hacer lo que más te gusta: beber una buena cerveza. ¿No? Entonces tienes que probar la cerveza Lug.
";https://static1.soloartesanas.es/2740-large_default/lug.jpg
254;255;rubia;1907;(cervezas artesanas L'anjub); 54 / 100;{'Estilo de cerveza': ' Pale Ale', 'Graduación alcohólica': ' 5,2% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 32 IBUs', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'Población': 'Flix', 'Provincia': 'Tarragona', 'Comunidad Autónoma': 'Cataluña'};"
L'anjub elabora de forma artesanal la cerveza 1907. Es una Pale Ale de 5.2% de graduación alcohólica. Esta cerveza rubia dispone de todos los ingredientes para disfrutar de una gran velada.
Flix es la se de le cervecería, donde los maestros artesanos de L'Anjub ponen todo su esfuerzo en hacer lo que más te gusta: beber una buena cerveza. ¿No? Entonces tienes que probar la cerveza 1907.
";https://static1.soloartesanas.es/2741-large_default/1907.jpg
255;256;rubia;Baturra Rubia ;(cervezas artesanas La Baturra);;{'Estilo de cerveza': ' Pale Ale', 'Graduación alcohólica': ' 5,0% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 25 IBUs', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'European Brewing Convention (EBC)': '8', 'Población': 'Zaragoza', 'Provincia': 'Zaragoza', 'Comunidad Autónoma': 'Aragón', 'Temperatura de consumo': '6-8 ºC', 'Vaso recomendado': 'Vaso Largo'};"
La Cerveza baturra, Rubia, es una cerveza artesana de color dorado y de un suave sabor. El aroma es consecuencia de los lúpulos cítricos. Ello contrasta con el dulce de las maltas dando a la mezcla un equilibro total.
Esta Pale Ale es la mejor compañera para la mesa ,acompañándose de pastas y pescados.
Bébela en vaso largo, mejorás el sabor, te sentará mejor, disfrutarás mucho más.
";https://static2.soloartesanas.es/105-large_default/baturra-rubia-.jpg
256;257;rubia;Calotte Couvee;(cervezas artesanas Hort del barret);;{'Estilo de cerveza': ' Aged Belgian Ale', 'Graduación alcohólica': ' 6,0% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 22 IBUs', 'Color': 'Rubia', 'Fermentación': 'Ale', 'Grano': 'Cebada', 'European Brewing Convention (EBC)': '15', 'Maltas': 'Pale Ale, Cara 20, Carapils, Copos de avena.', 'Lúpulos': 'Tettnang, Perle', 'Población': 'Granollers', 'Provincia': 'Barcelona', 'Comunidad Autónoma': 'Cataluña', 'Temperatura de consumo': '9-13 ºC'};"
La cerveza artesana Calotte Couvee es una Aged Belgian Ale, lo queignifica que ha madurado en barrica durante un tiempo. Esto le dota de unas propiedades y un sabor característiac frente a la hermana pequeña, la Calotte.
Hort del Barret la elabora en Granollers a base de zumo de cebada, maltas (Pale Ale, Cara 20, Carapils, Copos de avena) y lúpulos (Tettnang, Perle)
El resultado es una cerveza rubia con poso, carácter y personalidad.
¿La quieres conocer?
";https://static2.soloartesanas.es/102-large_default/calotte-couvee.jpg
257;258;rubia;Coubeen;(cervezas artesanas Hort del barret); 61 / 100;{'Estilo de cerveza': ' Indian Pale Ale', 'Graduación alcohólica': ' 5,0% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 40 IBUs', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'European Brewing Convention (EBC)': '10,6', 'Maltas': 'Pale Ale, Cara 20, Crystal, Copos de avena.', 'Lúpulos': 'Challenger, Fuggles, Centennial, Galaxy (dry hopping)', 'Población': 'Granollers', 'Comunidad Autónoma': 'Cataluña', 'Temperatura de consumo': '7-10 ºC'};"
La cerveza artesana Coubeen es elaborada por Hort del Barret en Granollers, Barcelona.
Es una Indian Pale Ale contundente, aromática y afrutada, perfecta para acompañar platos...contundentes, fuertes. Los lúpulos Challenger, Fuggles, Centennial, Galaxy (dry hopping) aportan intensidad y fortaleza.
Si quieres una artesana, rubia y con intensidad, no lo dudes, aquí la tienes:
";https://static3.soloartesanas.es/95-large_default/coubeen.jpg
258;259;rubia;Calotte;(cervezas artesanas Hort del barret); 42 / 100;{'Estilo de cerveza': ' Belgian Ale', 'Graduación alcohólica': ' 6,1% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 23 IBUs', 'Color': 'Rubia', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'European Brewing Convention (EBC)': '14', 'Maltas': 'Pale Ale, Cara 20, Carapils, copos de avena.', 'Lúpulos': 'Tettnang, Perle', 'Población': 'Granollers', 'Provincia': 'Barcelona', 'Comunidad Autónoma': 'Cataluña', 'Temperatura de consumo': '11 ºC', 'Vaso recomendado': '11 ºC'};"
La cerveza artesana Calotte es elaborada por Hort del Barret en Granollers, Barcelona.
Es una Belgian Ale, rubia elaborada con varios tipos de malta (Pale Ale, Cara 20, Carapils y copos de avena) y lúpulo (Tettnang, Perle). El malteo y la fermentación le dan un sabor inconfundible, siendo especialmente recomendada para acompañar comidas dulces. 
Si quieres una artesana para iniciarte en el ""mundillo"", esta seguro que te engancha!
";https://static3.soloartesanas.es/87-large_default/calotte.jpg
259;260;rubia;Gisberga Selección (6 Porter y 6 Trigo);(cervezas artesanas Gisberga);;{'Estilo de cerveza': ' Weizen-Weissbier y Porter', 'Graduación alcohólica': ' 4.8% y 4.9%% Alc./Vol.', 'Color': 'Rubia y Negra', 'Grano': 'Cebada y Trigo', 'Fermentación': 'Ale', 'Población': 'Belver de Cinca', 'Provincia': 'Huesca', 'Comunidad Autónoma': 'Aragón'};"
Con este Pack de cervezas artesanas de Gisberga puedes saborear dos fantásticos tipos de cerveza.
Cerveza artesana Gisberga Porter
Cerveza Artesana Gisberga Trigo
Rubia y negra. Trigo y cebada. Ambas de larga fermentación, una es de estilo Weizen-Weissbier, y la otra, como ya va implícito en su nombre, es una Porter.
Ambas van a ser de tu agrado, disfrútalas como se merecen. Y recuerda, están elaboradas con agua del pirineo aragonés. No todos los días se bebe una cerveza de verdad.
";https://static2.soloartesanas.es/58-large_default/gisberga-seleccion-porter-trigo.jpg
260;261;rubia;Gisberga de Trigo;(cervezas artesanas Gisberga); 28 / 100;{'Estilo de cerveza': ' Weizen-Weissbier', 'Graduación alcohólica': ' 4,8% Alc./Vol.', 'Color': 'Rubia', 'Grano': 'Trigo', 'Fermentación': 'Ale', 'Maltas': 'Pale Ale y Lager', 'Lúpulos': 'Hallertauer y Saaz', 'Población': 'Belver de Cinca', 'Provincia': 'Huesca', 'Comunidad Autónoma': 'Aragón'};"
La cerveza artesana Gisberga de trigo es una rubia, intensa fácil de beber, apta para refrescarte en esos días cálidos, o para después de hacer ejercicio. 
Es una cerveza de alta fermentación, Pale Ale, rubia, de estilo Weizen-Weissbier. Para su elaboración se ha hecho uso de lúpulos Hallertauer y Saaz.
Y ten en cuenta que más sana no puede ser, ya que el mosto de trigo se elabora con agua del pirineo.
¡Una gran cerveza artesana de trigo de Belver de Cinca, Huesca!
";https://static2.soloartesanas.es/42-large_default/gisberga-de-trigo.jpg
261;262;tostada;90 Varas Segovilla;(cervezas artesanas 90 Varas);;{'Estilo de cerveza': ' American Amber Ale', 'Graduación alcohólica': ' 5,6% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 35 IBUs', 'Color': 'Tostada', 'Fermentación': 'Ale', 'European Brewing Convention (EBC)': '23', 'Población': 'Cerezo de Abajo', 'Provincia': 'Segovia', 'Comunidad Autónoma': 'Castilla y León'};"
Elaborada con maltas Pale y Crystal T50 para lograr su color ambarino. Combinadas con lúpulos de origen americano (Chinook y Citra) para obtener recuerdos cítricos y algo resinosos.
Además, se utiliza la técnica del Dry-hopping con Citra para un aroma mucho más intenso nada más abrir el botellín.
";https://static1.soloartesanas.es/3196-large_default/90-varas-segovilla.jpg
262;263;tostada;OOB Roasted Amber Ale;(cervezas artesanas OOB);;{'Estilo de cerveza': ' Amber Ale', 'Graduación alcohólica': ' 4,5% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 29 IBUs', 'Color': 'Tostada', 'Fermentación': 'Ale', 'Maltas': 'Pale, Vienna malt, Carared, Cara-pils, Munich II y Carafa special II', 'Lúpulos': 'Apollo, Belma y Citra', 'Población': 'Barcelona', 'Provincia': 'Barcelona', 'Comunidad Autónoma': 'Cataluña'};"
Amber Ale de color rojizo y ligeramente turbia.
Elaborada con maltas ligeramente caramelizadas y tostadas junto a una selección cuidadosa de lúpulos.
Recuerdos cítricos y frutales que culminan en un dulzor agradable.
";https://static3.soloartesanas.es/3051-large_default/oob-roasted-amber-ale.jpg
263;264;tostada;La Txika de la Cerveza Bizi Bizi;(cervezas artesanas La Txika de la Cerveza);;{'Estilo de cerveza': ' American Brown Ale', 'Graduación alcohólica': ' 5,4% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 34 IBUs', 'Color': 'Tostada', 'Fermentación': 'Ale', 'Provincia': 'Vizcaya', 'Comunidad Autónoma': 'País Vasco'};"
Una cerveza tostada, sabrosa y equilibrada, con recuerdos a toffee bien balanceados con los lúpulos americanos empleados en su elaboración.
Aromas cítricos y afrutados.
Perfecta para platos contundentes y picantes, que combinarán a la perfección con sus lúpulos.
";https://static3.soloartesanas.es/3013-large_default/la-txika-de-la-cerveza-bizi-bizi.jpg
264;265;tostada;Sargs Amber Ale;(cervezas artesanas Sargs);;{'Estilo de cerveza': ' Amber Ale', 'Graduación alcohólica': ' 5,5% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 40 IBUs', 'Color': 'Tostada', 'Fermentación': 'Ale', 'Población': 'Logroño', 'Provincia': 'La Rioja', 'Comunidad Autónoma': 'La Rioja'};"
Una Amber Ale de color marrón marrón oscuro, con una espuma de color blanquecino y una persistencia correcta.
Recuerdos cítricos y a caramelo con notas de café tostado y un marcado amargor que la diferencia de otras cervezas de su estilo.
De cuerpo ligero y fácil de beber.
";https://static1.soloartesanas.es/3031-large_default/sargs-amber-ale.jpg
265;266;tostada;Laugar Kiskale;(cervezas artesanas Laugar);;{'Estilo de cerveza': ' Brown Ale', 'Graduación alcohólica': ' 7,3% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 30 IBUs', 'Color': 'Tostada', 'Fermentación': 'Ale', 'Población': 'Gordexola', 'Provincia': 'Vizcaya', 'Comunidad Autónoma': 'País Vasco'};"
Una Brown Ale que apuesta fuerte por la malta. De color caoba oscuro y con un cuerpo medio.
Las notas maltosas y licorosas dan paso a un dulzor muy agradable en boca.
Cremosa y sedosa del primer al último trago.
";https://static3.soloartesanas.es/2959-large_default/laugar-kiskale.jpg
266;267;tostada;Birra & Blues La Negra;(cervezas artesanas Birra & Blues); 47 / 100;{'Estilo de cerveza': ' Brown Ale de calabaza', 'Graduación alcohólica': ' 5,8% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 25 IBUs', 'Color': 'Tostada', 'Fermentación': 'Ale', 'European Brewing Convention (EBC)': '105', 'Población': 'Massalfassar', 'Provincia': 'Valencia', 'Comunidad Autónoma': 'Valencia'};"
De un sabor original gracias a la calabaza horneada a leña con la que se elabora.
Cinco tipos de malta dan lugar a esta cerveza con recuerdos a frutas exóticas y torrefacto.
De color marrón oscuro y una espuma intensa.
";https://static3.soloartesanas.es/2935-large_default/birra-blues-la-negra.jpg
267;268;tostada;Birra & Blues John Lee Blues;(cervezas artesanas Birra & Blues);;{'Estilo de cerveza': ' British Strong Ale', 'Graduación alcohólica': ' 6,4% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 38 IBUs', 'Color': 'Tostada', 'Fermentación': 'Ale', 'European Brewing Convention (EBC)': '35', 'Población': 'Massalfassar', 'Provincia': 'Valencia', 'Comunidad Autónoma': 'Valencia'};"
Una doble Red Ale de estilo británico elaborada con cuatro tipos de malta y tres lúpulos empleando en uno de ellos la técnica de dry-hopping.
Prevalecen los aromas y sabores acaramelados.
";https://static3.soloartesanas.es/2934-large_default/birra-blues-john-lee-blues.jpg
268;269;tostada;La Quarantamaula Belgian Dubbel;(cervezas artesanas La Quarantamaula);;{'Estilo de cerveza': ' Belgian Dubble', 'Graduación alcohólica': ' 7,5% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 30 IBUs', 'Color': 'Tostada', 'Fermentación': 'Ale', 'Población': 'Catarroja', 'Provincia': 'Valencia', 'Comunidad Autónoma': 'Valencia'};"
Una cerveza dulce claramente inspirada, como bien indica su estilo, en las cervezas belgas.
En su elaboración se emplean maltas caramelizadas junto a una selección de azúcar de caña de alta calidad.
Todo ello para ofrecerte una cerveza dulce, con cierto grado alcohólico y con un cuerpo denso. Aromas y sabores a barrica, pasas y caramelo.
";https://static2.soloartesanas.es/2880-large_default/quarantamaula-belgian-dubbel.jpg
269;270;tostada;Matadragons;(cervezas artesanas Ordio Minero);;{'Estilo de cerveza': ' Barley Wine', 'Graduación alcohólica': ' 14,0% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 18 IBUs', 'Color': 'Tostada', 'Fermentación': 'Ale', 'European Brewing Convention (EBC)': '21', 'Población': 'Blesa', 'Provincia': 'Teruel', 'Comunidad Autónoma': 'Aragón', 'Temperatura de consumo': '14-16 ºC'};"
De color cobrizo y con un cuerpo denso y una espuma moderada.
De aromas y sabores ahumados con notas dulces. Gracias a su alta graduación, esta cerveza puede añejarse durante años.
";https://static2.soloartesanas.es/2825-large_default/matadragons.jpg
270;271;tostada;Sant Rock;(cervezas artesanas Castelló Beer Factory);;{'Estilo de cerveza': ' Belgian Dubbel', 'Graduación alcohólica': ' 7,5% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 24 IBUs', 'Color': 'Tostada', 'Fermentación': 'Ale', 'Población': 'Castellón de la Plana', 'Provincia': 'Castellón', 'Comunidad Autónoma': 'Valencia'};"
Un homenaje a la cerveza trapense de origen belga.
En su elaboración se emplean maltas caramelizadas y una pequeña cantidad de azúcar de caña. El resultado es una cerveza dulce, de cuerpo denso, alcohólica y con la malta como principal actriz tanto en nariz como en boca con recuerdos a barrica, pasas y tofe.
";https://static3.soloartesanas.es/3034-large_default/cbf-sant-rock.jpg
271;272;tostada;Dawat One-Off Inch Smoked Beer Bourbon;(cervezas artesanas Dawat);;{'Estilo de cerveza': ' Smoke Flavored and Wood Aged Beer', 'Graduación alcohólica': ' 6% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 30 IBUs', 'Color': 'Tostada', 'Fermentación': 'Ale', 'Maltas': 'Pilsner, Cara 20, Cara Aroma, Special B', 'Lúpulos': 'Columbus, Nugget', 'Población': 'Cuenca', 'Provincia': 'Cuenca', 'Comunidad Autónoma': 'Castilla-La Mancha'};"
De color marrón oscuro y una espuma densa de color beige.
Aromas dulzones a cereal con notas herbáceas y a licor. En boca, bourbon y ahumado en la parte final con un recuerdo duradero.
";https://static3.soloartesanas.es/2746-large_default/one-off-inch-smoked-beer-bourbon.jpg
272;273;tostada;Corazón de Enebro;(cervezas artesanas Arévaka);;{'Estilo de cerveza': ' Red Ale', 'Graduación alcohólica': ' 5,8% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 28 IBUs', 'Color': 'Tostada', 'Fermentación': 'Ale', 'European Brewing Convention (EBC)': '35', 'Población': 'Burgo de Osma', 'Provincia': 'Soria', 'Comunidad Autónoma': 'Castilla y León'};"
Una cerveza compleja y sutil, elaborada con enebro, almendras tostadas y nuez.
Perfecta para pastas y guisos, pescados grasos com el salmón, verduras amargas, quesos curados o carnes blancas y las conocidas chuletillas de cordero lechal de la zona de Burgo de Osma.
";https://static1.soloartesanas.es/2652-large_default/corazon-de-enebro.jpg
273;274;tostada;TR25 Dubbel;(cervezas artesanas Quana);;{'Estilo de cerveza': ' Abbey Dubbel', 'Graduación alcohólica': ' 6,0% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 21 IBUs', 'Color': 'Tostada', 'Población': 'L’Ametlla del Vallès', 'Provincia': 'Barcelona', 'Comunidad Autónoma': 'Cataluña', 'Temperatura de consumo': 'Entre 2 y 18ºC'};"
Cerveza de tipo Dubble, Belgian Strong Ale, de abadía.
De color tostado oscuro. Sabores a malta dulces y contundentes con aromas que recuerdan a chocolate.
";https://static3.soloartesanas.es/2645-large_default/tr25-dubbel.jpg
274;275;tostada;BAR28 American Pale Ale;(cervezas artesanas Quana);;{'Estilo de cerveza': ' American Pale Ale - APA', 'Graduación alcohólica': ' 5,0% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 26 IBUs', 'Color': 'Tostada', 'Fermentación': 'Ale', 'Población': 'L’Ametlla del Vallès', 'Provincia': 'Barcelona', 'Comunidad Autónoma': 'Cataluña', 'Temperatura de consumo': 'Entre 7 y 10ºC'};"
Una American Pale Ale de color tostado y de un amargor moderado.
Aromas cítricos y muy equilibrada y refrescante.
Perfecta para combinar con cualquier aperitivo que tengas a mano.
";https://static1.soloartesanas.es/2644-large_default/bar28-american-pale-ale.jpg
275;276;tostada;Black Geisha;(cervezas artesanas Panda Beer);;{'Estilo de cerveza': ' American Brown Ale', 'Graduación alcohólica': ' 5,2% Alc./Vol.', 'Color': 'Tostada', 'Fermentación': 'Ale', 'Maltas': 'Pale, Munich, Caramunich II, Melanoidin y Carafa II', 'Lúpulos': 'Summit, Cascade y Citra', 'Población': 'Madrid', 'Provincia': 'Madrid', 'Comunidad Autónoma': 'Madrid'};"
Elaborada con 5 tipos de malta y 3 de lúpulo (junto a dry-hopping), esta cerveza de color oscuro y espuma abundante de color hueso te sorprenderá por su potente aroma a lúpulos americanos herbales y cítricos; con leves notas a café y malta dulce según coge temperatura.
Amarga y herbal en boca contrarrestadas ligeramente por toques dulces y tostados provenientes de las maltas.
A pesar de su oscuridad, es una cerveza más refrescante que cálida.
";https://static2.soloartesanas.es/2641-large_default/black-geisha.jpg
276;277;tostada;Pale Ale;(cervezas artesanas Ruda);;{'Estilo de cerveza': ' Pale Ale', 'Graduación alcohólica': ' 5,0% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 22,4 IBUs', 'Color': 'Tostada', 'Grano': 'Cebada', 'Fermentación': 'Ale', 'Población': 'Campaspero ', 'Provincia': 'Valladolid', 'Comunidad Autónoma': 'Castilla y León', 'Temperatura de consumo': '10 ºC', 'Vaso recomendado': 'Copa o vaso ancho'};"
Una cerveza tostada, con un intenso color ámbar y  una cremosa espuma. ¡No me digas que no es una cerveza atractiva a la vista!
Suave y poco amarga (poco más de 22 IBUs) y con recuerdos a caramelo y galleta.
";https://static2.soloartesanas.es/2618-large_default/pale-ale.jpg
277;278;tostada;Toro;(cervezas artesanas Osborne);;{'Estilo de cerveza': ' Envejida en barricas de Jerez', 'Graduación alcohólica': ' 5,5% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 19 IBUs', 'Color': 'Tostada', 'Fermentación': 'Ale', 'European Brewing Convention (EBC)': '30', 'Población': 'Xátiva', 'Provincia': 'Valencia', 'Comunidad Autónoma': 'Valencia', 'Temperatura de consumo': '7 ºC'};"
Una cerveza única, envejecida en barricas de vino de Jérez.
La madera le aporta un esperado color ambarino - cobrizo. Con una espuma densa y de color amarillo muy suave.
En nariz, fresca, dulce y aromática. Y cuando la pruebes... malta y caramelo en tu boca junto a los toques característicos de Jérez y un ligero amargor al final.
Perfecta para el momento de los aperitivos y el tapeo.
";https://static3.soloartesanas.es/2452-large_default/toro.jpg
278;279;tostada;7 Maltas;(cervezas artesanas Cervezas Abadía);;{'Estilo de cerveza': ' Brown Ale', 'Graduación alcohólica': ' 5,5% Alc./Vol.', 'Amargor (según la Unidad Internacional de Amargor)': ' 45 IBUs', 'Color': 'Tostada', 'Fermentación': 'Ale', 'Población': 'La Pobla de Vallbona', 'Provincia': 'Valencia', 'Comunidad Autónoma': 'Valencia', 'Temperatura de consumo': '6º - 10º C'};"
Elaborada con malta Pilsen como base junto a otros 6 tipos más (Munich, Viena, Caraamber, Pale Ale, Caramel y un toque de malta de trigo y avena).
De color ámbar brillante con tonalidades cobrizas, buena formación de espuma de color blanco nacarado, persistente y muy cremosa.
Sus aromas florales con notas de caramelo y frutas tropicales no te dejarán indiferente. En boca, ofrece un suave sabor a torrefacto con un marcado amargor resultado de la combinación de malta y lúpulo.
Pensada para combinar con guisos, platos de caza, quesos fuertes y postre dulces con base de cacao y/o café.
";https://static3.soloartesanas.es/2401-large_default/7-maltas.jpg
279;280;tostada;Odiel Tostada de trigo;(cervezas artesanas Cerveza Odiel);;{'Color': 'Tostada', 'Grano': 'Trigo', 'Fermentación': 'Ale', 'Población': 'Valverde del Camino', 'Provincia': 'Huelva', 'Comunidad Autónoma': 'Andalucía', 'País': 'España'};"
Una cerveza tostada de trigo que no se ciñe a ningún estilo en concreto. Se trata de una inspiración propia de los maestros cerveceros de Odiel.
Un aroma y sabor suaves a la vez que intensos y con una complejidad notable. De marcado caracter maltoso (atípico quizás en general en otras cervezas de trigo).
Si te gusta el trigo y te gusta experimentar confiamos en que disfrutarás de esta cerveza.
";https://static2.soloartesanas.es/2243-large_default/odiel-tostada-trigo.jpg
