id;color;name;brand;description;image;Estilo;Graduación;Fermentación;IBU;Lúpulos;European Brewing Convention (EBC);Maltas;Temperatura de consumo;Grano;Población;Provincia;Comunidad Autónoma;País
235;rubia;Sagra Suxinsu;Sagra;"
La cerveza artesana Sagra Suxinsu es una triple ale, especialmente acondicionada en botella para dotarle de todo lo bueno que debe tener una cerveza artesana.
 
Su color es rubio, su aroma floral y los sabores frutales (melocotón y albaricoque). Intensa y de trago largo.
 
Es la cerveza perfecta para acompañar carnes fuertes, pescado azul y postres hojaldrados.
 
 
";https://static2.soloartesanas.es/3232-large_default/sagra-suxinsu.jpg; Belgian Strong Ale;9.1;Ale;999.0;;;;6-8 ºC;Cebada;Yuncos;Toledo;Castilla-La Mancha;España
236;rubia;Sagra IPA;Sagra;"
La cerveza artesana Sagra IPA es una cerveza de estilo Indian Pale Ale con un sabor 100% de La Sagra.
Es una artesana rubia de alta fermentación con sabor afrutado y aroma en la misma línea. Para su producción se usamalta de cebada de Castilla La Mancha. Destaca su alto amargor (70 IBUs) y el ser una cerveza muy equilibrada, potente, de trago largo y refrescante.
El resultado: Una cerveza contundente, perfecta para cualquier tipo de plato.
";https://static1.soloartesanas.es/3230-large_default/sagra-ipa.jpg; India Pale Ale;7.2;Ale;70.0;;;;4-6 ºC;Cebada;Yuncos;Toledo;Castilla-La Mancha;España
237;rubia;Sagra Premium;Sagra;"
La cerveza artesana Sagra Premium es una cerveza de estilo Blond Ale con un sabor 100% de La Sagra. Es una artesana rubia, de alta fermentación y con un gran sabor afrutado, al que acompaña el aroma en la misma línea. Es muy aromática y de cuerpo denso.
Debes saber que para elaborar la cerveza Sagra Premium se usa malta de cebada de la propia Castilla La Mancha, donde tienen sus instalaciones. 
El resultado: Una cerveza contundente, perfecta para maridar carnes, pescados y mariscos.
";https://static2.soloartesanas.es/3227-large_default/sagra-premium.jpg; Blond Ale;5.4;Ale;999.0;;;;4-6 ºC;Cebada;Yuncos;Toledo;Castilla-La Mancha;España
238;rubia;Tyris Original;Tyris;"
La cerveza artesana Tyris es una Blonde Ale que Cervezas Tyris elabora en Ribarroja del Turia. Es una cerveza artesana rubia.
Es una cerveza muy refrescante, de color dorado, ámbar, intenso y turbio. La espuma es persistente. Hablando de aromas se debe destacar su complejidad e intensidad, resaltan los cítricos y las ntoas frutales.
Cuando la pruebas notarás la textura cremosa y su largo final, amargo. Tostados y notas suaves de café arábigo. Al final, el postgusto es largo, fresco.
Es una sabrosa cerveza muy elegante.
";https://static3.soloartesanas.es/2445-large_default/tyris.jpg; Blonde Ale;5.0;Ale;999.0;;;;8-10 ºC;Trigo;Ribarroja del Turia;Valencia;Valencia;España
239;rubia;Vipa;Tyris;"
La cerveza artesana Vipa es una Valencia Indian Pale Ale (VIPA). Sólo Cervezas Tyris es capaz de obtener un jugo tan perfecto para este estilo de cerveza.
En Ribarroja del Turia se elabora esta cerveza rubia, de cebada.
Color: Ámbar intenso, espuma abundante.
Aroma: Intenso por el lúpulo y los matices de la malta. Notas tostadas de cítricos resaltando con matices florales de jazmín, azahar y madre selva.
Boca: Muy potente, densa y con cuerpo.
Es una cerveza artesana perfecta, con un gran equilibrio entre amargos y ácidos, sabores y aromas.
";https://static2.soloartesanas.es/2443-large_default/vipa.jpg; VIPA, Valencia Indian Pale Ale;6.1;Ale;999.0;Northern Brewer, Styrian Goldings y Citra;;Pale ale y pilsen;8-10 ºC;Cebada;Ribarroja del Turia;Valencia;Valencia;España
240;rubia;Virtus Trigo;Virtus;"
La cerveza Virtus Trigo es una cerveza artesana de estiloWeizen-Weissbier, ligera y muy agradable de beber.
Esta cerveza ale, elaborada con malta de trigo por Cervezas Virtus, es de color dorado pálido y brillante. Su espuma es densa y persistente. Por supuesto, se percibe el dulzor del cereal y también tonos de aromas cítricos; siendo al final bastante refrescante, untosa y afrutada.
Desde Burgos a tu casa... El verdadero sabor de la cerveza artesana.
";https://static2.soloartesanas.es/250-large_default/virtus-trigo.jpg; Weizen-Weissbier;5.0;Ale;20.0;;;;6-8 ºC;Trigo;Burgos;Burgos;Castilla y León;España
241;rubia;Virtus IPA;Virtus;"
La cerveza Virtus IPA es una cerveza artesana de estilo IPA (Indian Pale Ale).
Esta cerveza Ale, elaborada por Cervezas Virtus, se caracteriza por su atractivo color dorado aunque ligeramente anaranjado y translúcido. ¡Un espectáculo!
De espuma persistente y aroma es muy intenso, destacan matices cítricos y herbales. También tiene notas afrutadas de melocotón, pomelo, mango y fruta de la pasión.
Es una cerveza amarga de entrada y final bastante largo y seco.
Desde Burgos a tu casa... El verdadero sabor de la cerveza artesana.
";https://static3.soloartesanas.es/246-large_default/virtus-ipa.jpg; India Pale Ale;6.5;Ale;65.0;;;;10-13 ºC;;Burgos;Burgos;Castilla y León;España
242;rubia;Virtus Pilsen;Virtus;"
La cerveza Virtus Pilsen es una cerveza artesana de estilo Alemán, Pilsen con espuma ligera pero persistente.
Esta cerveza lager, elaborada por Cervezas Virtus, es de color rubio y brillante conun cuerpo suave y fresco. Es levemente amarga, destacando tonos herbáceos y cierto toque a frutas.
Desde Burgos a tu casa... El verdadero sabor de la cerveza artesana.
";https://static2.soloartesanas.es/244-large_default/virtus-pilsen.jpg; Pilsner;5.0;Lager;26.0;;;;4,5-7 ºC;Cebada;Burgos;Burgos;Castilla y León;España
243;rubia;La Loba;Cervecera Libre;"
Cevecera Libre, en Mérida, elabora una cerveza artesana con carácter, de ahí su nombre: La Loba.
De color ambar cobrizo, la Cerveza Artesana La Loba es una Ale, rubia, de estilo India Pale Ale que ha sido elaborada con cuatro tipos de malta y lúpulos. Desprende aromas florales y cítricos, con una suave dulzura que precede a un amargor intenso.
Pruébala, te sorprenderá...y repetirás!
";https://static3.soloartesanas.es/2848-large_default/la-loba.jpg; India Pale Ale;6.0;Ale;27.0;;;;;Cebada;Mérida;Badajoz;Extremadura;España
244;rubia;Leyenda;Dougall's;"
El agua de Liérganes es clave en una cerveza artesana como la Leyenda que elabora Cerveza Dougall's en el pueblo de mismo nombre. Cogen el agua del manantial que pasa por sus instalaciones. Natural 100%.
Es una cerveza rubia, de alta fermentación, de estilo Extra especial Bitter y 5.8% de graduación.
Perfecta para acompañar platos de carnes blancas y verduras. Imagínate ese salteado con esta cerveza... ¡A qué esperas!
Piensa en global, bebe local.
";https://static3.soloartesanas.es/224-large_default/leyenda.jpg; Extra especial Bitter;5.8;Ale;35.0;Warrior, Cascade y Celeia;20;Maris Otter y Crystal;8-13 ºC;Cebada;Liérganes;Cantabria;Cantabria;España
245;rubia;Raquera;Dougall's;"
El agua de Liérganes es clave en una cerveza artesana como la Raquera que elabora Cerveza Dougall's.
Cerveza de malta de cebada, rubia y de baja fermentación (Lager). Tiene un sabor inconfundible, ya que es una Pilsner elaborada a base de lúpulos Sterling y Sorachi.
Es una cerveza artesana con un IBU 25 y 5% de graduación.
Piensa en global, bebe local.
";https://static3.soloartesanas.es/218-large_default/raquera.jpg; Pilsner;5.0;Lager;25.0;Sterling y Sorachi Ace;;;;Cebada;Liérganes;Cantabria;Cantabria;España
246;rubia;Freya;Lest;"
Si en la mitología nórdica Freya es la refente del amor y la belleza, en una cerveza como representa la pureza.
La cerveza artesana Freya de Cerveza Lest es una Summer Fruit Ale, cerveza de alta fermentación dulce y muy suave. Por sus propias características es especialmente idónea para tomar en momentos de aperitivos.
En definitiva, una cerveza rubia con mucho amor que repartir.
";https://static2.soloartesanas.es/192-large_default/freya.jpg; Summer Fruit Ale;3.5;Ale;25.0;;8.7;;6-8 ºC;Cebada;Colmenar Viejo;Madrid;Madrid;España
247;rubia;Odin;Lest;"
La cerveza artesana Odin que elabora Cerveza Lest debe su nombre a la mitología nórdica.
El trigo es la materia prima esencial para elaborar esta cerveza de estilo Belgian Golden Strong Ale. No hay que olvidar los lúpulos: Northern Brewer y Spalter.
Y he aquí lo bueno, lleva se usa también cilantro, piel de naranja amarga y miel artesana. Buenos mimbres para una mejor cerveza artesana.
Una cerveza así no debes dejarla escapar.
";https://static2.soloartesanas.es/187-large_default/odin.jpg; Belgian Golden Strong Ale;5.6;Ale;29.0;Northern Brewer y Spalter;9.9;;8-10 ºC;Trigo;Colmenar Viejo;Madrid;Madrid;España
248;rubia;Er Boquerón;Er Boquerón;"
Er Boquerón es una cerveza artesana elaborada a base de agua de mar, lo cual, sin duda, la hace totalmente diferente. 
Es elaborada por La Socarrada, lo cual es garantía de éxito. Es suave, una Ale, para tomar en los momentos en los que quieres poner una pausa... la encontrarás.
Er Boquerón: Cerveza artesana con agua de mar.
";https://static1.soloartesanas.es/2451-large_default/er-boqueron.jpg; Ale;4.8;Ale;23.0;;;;;Cebada;Xátiva;Valencia;Valencia;España
249;rubia;La Socarrada;La Socarrada;"
La Socarrada es la mejor cerveza artesana del mundo, o por lo menos así opinan desde el International Taste & Quality Institute de Bruselas. Lo dijeron en el año 2012, y ahí sigue, haciendo disfrutar a miles de personas.
Es una cerveza artesana premiun de estilo Winter Honey Ale, elaborada con Romero y Miel de Romero, lo cual le otorga un dulzor característico, siendo por ello su IBU de 14 puntos.
Es una cerveza perfecta para ofrecer a tus comensales en cualquier comida en la que quieras quedar bien.
";https://static3.soloartesanas.es/3045-large_default/la-socarrada.jpg; Winter Honey Ale (Elaborada con Miel de Romero);6.0;Ale;14.0;;;;4-6ºC;Cebada;Xativa;Valencia;Valencia;España
250;rubia;Barceloneta;Birra 08;"
Cerveza Barceloneta, así se llama la cerveza artesana, rubia y suave de Birra 08. Un cervecería artesana, en mitad de Barcelona, para dar sabor a malta y lúpulo a tu vida.
Es una Summer Ale elaborada con mucho cuidado, con el objetivo de hacerte disfrutar de buenos aromas y mejor sabor.
Tú, tu cerveza artesanal Barceloneta... ¿Qué más puedes pedir al caer una tarde de verano?
";https://static2.soloartesanas.es/147-large_default/barceloneta.jpg; Summer Ale;2.6;Ale;23.0;;2;;;Cebada;Barcelona;Barcelona;Cataluña;España
251;rubia;Eko´s 2.0;L'anjub;"
Eko´s 2.0 es la cerveza artesana ecológica de L'anjub. El estilo elgido para su elaboración es el de American Amber Ale, lo cual da una gran personalidad a una cerveza tan intensa.
Flix es la localidad en la que está la se de le cervecería, y es aquí donde los maestros artesanos de L'Anjub ponen todo su trabajo en hacer lo que más te gusta: beber una buena cerveza. ¿No? Entonces tienes que probar la cerveza Eko´s 2.0.
";https://static1.soloartesanas.es/2738-large_default/ekos-20.jpg; Amercian Amber Ale;6.5;Ale;25.0;;;;4-10 ºC;Cebada;Flix;Tarragona;Cataluña;España
252;rubia;Clot;Birra 08;"
Cerveza Clot, así se llama la cerveza artesana de trigo de Birra 08. Una cervecería artesana, en mitad de Barcelona, para dar sabor a malta y lúpulo a tu vida.
Es una Pale Ale elaborada con lúpulos Fuggles apta para acompañar cualquier plato, pero cuanto más contundente mejor.
Una cerveza artesana de trigo así no se ve todos los días. No pierdas la oportunidad de saborearla en tu casa!
";https://static3.soloartesanas.es/143-large_default/clot.jpg; Pale Ale;4.3;Ale;35.0;Fuggles;15;;;Trigo;Barcelona;Barcelona;Cataluña;España
253;rubia;Blat Ràner ;L'anjub;"
L'anjub elabora de forma artesanal la cerveza Blat Ráner. Es una cerveza de estilo Witbier, rubia y elaborada con maltas de trigo. Un placer para los amantes de una buen cerveza artesana.
Flix es la localidad en la que está la sede le cervecería, y es aquí donde los maestros artesanos de L'Anjub ponen todo su trabajo en hacer lo que más te gusta: beber una buena cerveza. ¿No? Entonces tienes que probar la cerveza Blat Ràner.
";https://static1.soloartesanas.es/2739-large_default/blat-raner-.jpg; Witbier;4.0;Ale;22.0;;;;;Trigo;Flix;Tarragona;Cataluña;España
254;rubia;Lug;L'anjub;"
L'anjub elabora de forma artesanal la cerveza Lug. Es una cerveza Ordinary Bitter, rubia elaborada con maltas de cebada.Un gran acierto para tus veladas con amigos. O para ti, cuando quieras.
Flix es la localidad en la que está la sede le cervecería, y es aquí donde los maestros artesanos de L'Anjub ponen todo su trabajo en hacer lo que más te gusta: beber una buena cerveza. ¿No? Entonces tienes que probar la cerveza Lug.
";https://static1.soloartesanas.es/2740-large_default/lug.jpg; Ordinay Bitter;3.5;Ale;42.0;;;;;Cebada;Flix;Tarragona;Cataluña;España
255;rubia;1907;L'anjub;"
L'anjub elabora de forma artesanal la cerveza 1907. Es una Pale Ale de 5.2% de graduación alcohólica. Esta cerveza rubia dispone de todos los ingredientes para disfrutar de una gran velada.
Flix es la se de le cervecería, donde los maestros artesanos de L'Anjub ponen todo su esfuerzo en hacer lo que más te gusta: beber una buena cerveza. ¿No? Entonces tienes que probar la cerveza 1907.
";https://static1.soloartesanas.es/2741-large_default/1907.jpg; Pale Ale;5.2;Ale;32.0;;;;;Cebada;Flix;Tarragona;Cataluña;España
256;rubia;Baturra Rubia ;La Baturra;"
La Cerveza baturra, Rubia, es una cerveza artesana de color dorado y de un suave sabor. El aroma es consecuencia de los lúpulos cítricos. Ello contrasta con el dulce de las maltas dando a la mezcla un equilibro total.
Esta Pale Ale es la mejor compañera para la mesa ,acompañándose de pastas y pescados.
Bébela en vaso largo, mejorás el sabor, te sentará mejor, disfrutarás mucho más.
";https://static2.soloartesanas.es/105-large_default/baturra-rubia-.jpg; Pale Ale;5.0;Ale;25.0;;8;;6-8 ºC;Cebada;Zaragoza;Zaragoza;Aragón;España
257;rubia;Calotte Couvee;Hort del barret;"
La cerveza artesana Calotte Couvee es una Aged Belgian Ale, lo queignifica que ha madurado en barrica durante un tiempo. Esto le dota de unas propiedades y un sabor característiac frente a la hermana pequeña, la Calotte.
Hort del Barret la elabora en Granollers a base de zumo de cebada, maltas (Pale Ale, Cara 20, Carapils, Copos de avena) y lúpulos (Tettnang, Perle)
El resultado es una cerveza rubia con poso, carácter y personalidad.
¿La quieres conocer?
";https://static2.soloartesanas.es/102-large_default/calotte-couvee.jpg; Aged Belgian Ale;6.0;Ale;22.0;Tettnang, Perle;15;Pale Ale, Cara 20, Carapils, Copos de avena.;9-13 ºC;Cebada;Granollers;Barcelona;Cataluña;España
258;rubia;Coubeen;Hort del barret;"
La cerveza artesana Coubeen es elaborada por Hort del Barret en Granollers, Barcelona.
Es una Indian Pale Ale contundente, aromática y afrutada, perfecta para acompañar platos...contundentes, fuertes. Los lúpulos Challenger, Fuggles, Centennial, Galaxy (dry hopping) aportan intensidad y fortaleza.
Si quieres una artesana, rubia y con intensidad, no lo dudes, aquí la tienes:
";https://static3.soloartesanas.es/95-large_default/coubeen.jpg; India Pale Ale;5.0;Ale;40.0;Challenger, Fuggles, Centennial, Galaxy (dry hopping);10,6;Pale Ale, Cara 20, Crystal, Copos de avena.;7-10 ºC;Cebada;Granollers;Barcelona;Cataluña;España
259;rubia;Calotte;Hort del barret;"
La cerveza artesana Calotte es elaborada por Hort del Barret en Granollers, Barcelona.
Es una Belgian Ale, rubia elaborada con varios tipos de malta (Pale Ale, Cara 20, Carapils y copos de avena) y lúpulo (Tettnang, Perle). El malteo y la fermentación le dan un sabor inconfundible, siendo especialmente recomendada para acompañar comidas dulces. 
Si quieres una artesana para iniciarte en el ""mundillo"", esta seguro que te engancha!
";https://static3.soloartesanas.es/87-large_default/calotte.jpg; Belgian Ale;6.1;Ale;23.0;Tettnang, Perle;14;Pale Ale, Cara 20, Carapils, copos de avena.;11 ºC;Cebada;Granollers;Barcelona;Cataluña;España
260;rubia;Gisberga Selección (6 Porter y 6 Trigo);Gisberga;"
Con este Pack de cervezas artesanas de Gisberga puedes saborear dos fantásticos tipos de cerveza.
Cerveza artesana Gisberga Porter
Cerveza Artesana Gisberga Trigo
Rubia y negra. Trigo y cebada. Ambas de larga fermentación, una es de estilo Weizen-Weissbier, y la otra, como ya va implícito en su nombre, es una Porter.
Ambas van a ser de tu agrado, disfrútalas como se merecen. Y recuerda, están elaboradas con agua del pirineo aragonés. No todos los días se bebe una cerveza de verdad.
";https://static2.soloartesanas.es/58-large_default/gisberga-seleccion-porter-trigo.jpg; Weizen-Weissbier y Porter;4.8;Ale;999.0;;;;;Cebada y trigo;Belver de Cinca;Huesca;Aragón;España
261;rubia;Gisberga de Trigo;Gisberga;"
La cerveza artesana Gisberga de trigo es una rubia, intensa fácil de beber, apta para refrescarte en esos días cálidos, o para después de hacer ejercicio. 
Es una cerveza de alta fermentación, Pale Ale, rubia, de estilo Weizen-Weissbier. Para su elaboración se ha hecho uso de lúpulos Hallertauer y Saaz.
Y ten en cuenta que más sana no puede ser, ya que el mosto de trigo se elabora con agua del pirineo.
¡Una gran cerveza artesana de trigo de Belver de Cinca, Huesca!
";https://static2.soloartesanas.es/42-large_default/gisberga-de-trigo.jpg; Weizen-Weissbier;4.8;Ale;999.0;Hallertauer y Saaz;;Pale Ale y Lager;;Trigo;Belver de Cinca;Huesca;Aragón;España
262;tostada;90 Varas Segovilla;90 Varas;"
Elaborada con maltas Pale y Crystal T50 para lograr su color ambarino. Combinadas con lúpulos de origen americano (Chinook y Citra) para obtener recuerdos cítricos y algo resinosos.
Además, se utiliza la técnica del Dry-hopping con Citra para un aroma mucho más intenso nada más abrir el botellín.
";https://static1.soloartesanas.es/3196-large_default/90-varas-segovilla.jpg; American Amber Ale;5.6;Ale;35.0;;23;;;;Cerezo de Abajo;Segovia;Castilla y León;España
263;tostada;OOB Roasted Amber Ale;OOB;"
Amber Ale de color rojizo y ligeramente turbia.
Elaborada con maltas ligeramente caramelizadas y tostadas junto a una selección cuidadosa de lúpulos.
Recuerdos cítricos y frutales que culminan en un dulzor agradable.
";https://static3.soloartesanas.es/3051-large_default/oob-roasted-amber-ale.jpg; Amber Ale;4.5;Ale;29.0;Apollo, Belma y Citra;;Pale, Vienna malt, Carared, Cara-pils, Munich II y Carafa special II;;;Barcelona;Barcelona;Cataluña;España
264;tostada;La Txika de la Cerveza Bizi Bizi;La Txika de la Cerveza;"
Una cerveza tostada, sabrosa y equilibrada, con recuerdos a toffee bien balanceados con los lúpulos americanos empleados en su elaboración.
Aromas cítricos y afrutados.
Perfecta para platos contundentes y picantes, que combinarán a la perfección con sus lúpulos.
";https://static3.soloartesanas.es/3013-large_default/la-txika-de-la-cerveza-bizi-bizi.jpg; American Brown Ale;5.4;Ale;34.0;;;;;;sin especificar;Vizcaya;País Vasco;España
265;tostada;Sargs Amber Ale;Sargs;"
Una Amber Ale de color marrón marrón oscuro, con una espuma de color blanquecino y una persistencia correcta.
Recuerdos cítricos y a caramelo con notas de café tostado y un marcado amargor que la diferencia de otras cervezas de su estilo.
De cuerpo ligero y fácil de beber.
";https://static1.soloartesanas.es/3031-large_default/sargs-amber-ale.jpg; Amber Ale;5.5;Ale;40.0;;;;;;Logroño;La Rioja;La Rioja;España
266;tostada;Laugar Kiskale;Laugar;"
Una Brown Ale que apuesta fuerte por la malta. De color caoba oscuro y con un cuerpo medio.
Las notas maltosas y licorosas dan paso a un dulzor muy agradable en boca.
Cremosa y sedosa del primer al último trago.
";https://static3.soloartesanas.es/2959-large_default/laugar-kiskale.jpg; Brown Ale;7.3;Ale;30.0;;;;;;Gordexola;Vizcaya;País Vasco;España
267;tostada;Birra & Blues La Negra;Birra & Blues;"
De un sabor original gracias a la calabaza horneada a leña con la que se elabora.
Cinco tipos de malta dan lugar a esta cerveza con recuerdos a frutas exóticas y torrefacto.
De color marrón oscuro y una espuma intensa.
";https://static3.soloartesanas.es/2935-large_default/birra-blues-la-negra.jpg; Brown Ale de calabaza;5.8;Ale;25.0;;105;;;;Massalfassar;Valencia;Valencia;España
268;tostada;Birra & Blues John Lee Blues;Birra & Blues;"
Una doble Red Ale de estilo británico elaborada con cuatro tipos de malta y tres lúpulos empleando en uno de ellos la técnica de dry-hopping.
Prevalecen los aromas y sabores acaramelados.
";https://static3.soloartesanas.es/2934-large_default/birra-blues-john-lee-blues.jpg; British Strong Ale;6.4;Ale;38.0;;35;;;;Massalfassar;Valencia;Valencia;España
269;tostada;La Quarantamaula Belgian Dubbel;La Quarantamaula;"
Una cerveza dulce claramente inspirada, como bien indica su estilo, en las cervezas belgas.
En su elaboración se emplean maltas caramelizadas junto a una selección de azúcar de caña de alta calidad.
Todo ello para ofrecerte una cerveza dulce, con cierto grado alcohólico y con un cuerpo denso. Aromas y sabores a barrica, pasas y caramelo.
";https://static2.soloartesanas.es/2880-large_default/quarantamaula-belgian-dubbel.jpg; Belgian Dubble;7.5;Ale;30.0;;;;;;Catarroja;Valencia;Valencia;España
270;tostada;Matadragons;Ordio Minero;"
De color cobrizo y con un cuerpo denso y una espuma moderada.
De aromas y sabores ahumados con notas dulces. Gracias a su alta graduación, esta cerveza puede añejarse durante años.
";https://static2.soloartesanas.es/2825-large_default/matadragons.jpg; Barley Wine;14.0;Ale;18.0;;21;;14-16 ºC;;Blesa;Teruel;Aragón;España
271;tostada;Sant Rock;Castelló Beer Factory;"
Un homenaje a la cerveza trapense de origen belga.
En su elaboración se emplean maltas caramelizadas y una pequeña cantidad de azúcar de caña. El resultado es una cerveza dulce, de cuerpo denso, alcohólica y con la malta como principal actriz tanto en nariz como en boca con recuerdos a barrica, pasas y tofe.
";https://static3.soloartesanas.es/3034-large_default/cbf-sant-rock.jpg; Belgian Dubbel;7.5;Ale;24.0;;;;;;Castellón de la Plana;Castellón;Valencia;España
272;tostada;Dawat One-Off Inch Smoked Beer Bourbon;Dawat;"
De color marrón oscuro y una espuma densa de color beige.
Aromas dulzones a cereal con notas herbáceas y a licor. En boca, bourbon y ahumado en la parte final con un recuerdo duradero.
";https://static3.soloartesanas.es/2746-large_default/one-off-inch-smoked-beer-bourbon.jpg; Smoke Flavored and Wood Aged Beer;6.0;Ale;30.0;Columbus, Nugget;;Pilsner, Cara 20, Cara Aroma, Special B;;;Cuenca;Cuenca;Castilla-La Mancha;España
273;tostada;Corazón de Enebro;Arévaka;"
Una cerveza compleja y sutil, elaborada con enebro, almendras tostadas y nuez.
Perfecta para pastas y guisos, pescados grasos com el salmón, verduras amargas, quesos curados o carnes blancas y las conocidas chuletillas de cordero lechal de la zona de Burgo de Osma.
";https://static1.soloartesanas.es/2652-large_default/corazon-de-enebro.jpg; Red Ale;5.8;Ale;28.0;;35;;;;Burgo de Osma;Soria;Castilla y León;España
274;tostada;TR25 Dubbel;Quana;"
Cerveza de tipo Dubble, Belgian Strong Ale, de abadía.
De color tostado oscuro. Sabores a malta dulces y contundentes con aromas que recuerdan a chocolate.
";https://static3.soloartesanas.es/2645-large_default/tr25-dubbel.jpg; Abbey Dubbel;6.0;Ale;21.0;;;;Entre 2 y 18ºC;;L’Ametlla del Vallès;Barcelona;Cataluña;España
275;tostada;BAR28 American Pale Ale;Quana;"
Una American Pale Ale de color tostado y de un amargor moderado.
Aromas cítricos y muy equilibrada y refrescante.
Perfecta para combinar con cualquier aperitivo que tengas a mano.
";https://static1.soloartesanas.es/2644-large_default/bar28-american-pale-ale.jpg; America Pale Ale;5.0;Ale;26.0;;;;Entre 7 y 10ºC;;L’Ametlla del Vallès;Barcelona;Cataluña;España
276;tostada;Black Geisha;Panda Beer;"
Elaborada con 5 tipos de malta y 3 de lúpulo (junto a dry-hopping), esta cerveza de color oscuro y espuma abundante de color hueso te sorprenderá por su potente aroma a lúpulos americanos herbales y cítricos; con leves notas a café y malta dulce según coge temperatura.
Amarga y herbal en boca contrarrestadas ligeramente por toques dulces y tostados provenientes de las maltas.
A pesar de su oscuridad, es una cerveza más refrescante que cálida.
";https://static2.soloartesanas.es/2641-large_default/black-geisha.jpg; American Brown Ale;5.2;Ale;999.0;Summit, Cascade y Citra;;Pale, Munich, Caramunich II, Melanoidin y Carafa II;;;Madrid;Madrid;Madrid;España
277;tostada;Pale Ale;Ruda;"
Una cerveza tostada, con un intenso color ámbar y  una cremosa espuma. ¡No me digas que no es una cerveza atractiva a la vista!
Suave y poco amarga (poco más de 22 IBUs) y con recuerdos a caramelo y galleta.
";https://static2.soloartesanas.es/2618-large_default/pale-ale.jpg; Pale Ale;5.0;Ale;22.4;;;;10 ºC;Cebada;Campaspero ;Valladolid;Castilla y León;España
278;tostada;Toro;Osborne;"
Una cerveza única, envejecida en barricas de vino de Jérez.
La madera le aporta un esperado color ambarino - cobrizo. Con una espuma densa y de color amarillo muy suave.
En nariz, fresca, dulce y aromática. Y cuando la pruebes... malta y caramelo en tu boca junto a los toques característicos de Jérez y un ligero amargor al final.
Perfecta para el momento de los aperitivos y el tapeo.
";https://static3.soloartesanas.es/2452-large_default/toro.jpg; Envejida en barricas de Jerez;5.5;Ale;19.0;;30;;7 ºC;;Xátiva;Valencia;Valencia;España
279;tostada;7 Maltas;Cervezas Abadía;"
Elaborada con malta Pilsen como base junto a otros 6 tipos más (Munich, Viena, Caraamber, Pale Ale, Caramel y un toque de malta de trigo y avena).
De color ámbar brillante con tonalidades cobrizas, buena formación de espuma de color blanco nacarado, persistente y muy cremosa.
Sus aromas florales con notas de caramelo y frutas tropicales no te dejarán indiferente. En boca, ofrece un suave sabor a torrefacto con un marcado amargor resultado de la combinación de malta y lúpulo.
Pensada para combinar con guisos, platos de caza, quesos fuertes y postre dulces con base de cacao y/o café.
";https://static3.soloartesanas.es/2401-large_default/7-maltas.jpg; Brown Ale;5.5;Ale;45.0;;;;6º - 10º C;;La Pobla de Vallbona;Valencia;Valencia;España
280;tostada;Odiel Tostada de trigo;Cerveza Odiel;"
Una cerveza tostada de trigo que no se ciñe a ningún estilo en concreto. Se trata de una inspiración propia de los maestros cerveceros de Odiel.
Un aroma y sabor suaves a la vez que intensos y con una complejidad notable. De marcado caracter maltoso (atípico quizás en general en otras cervezas de trigo).
Si te gusta el trigo y te gusta experimentar confiamos en que disfrutarás de esta cerveza.
";https://static2.soloartesanas.es/2243-large_default/odiel-tostada-trigo.jpg; Düsseldorf Altbier;999.0;Ale;999.0;;;;;Trigo;Valverde del Camino;Huelva;Andalucía;España
281;tostada;Nurse Vetusta;Nurse;"
Si quieres disfrutar de una buena cerveza Amber Ale, Vetusta de Nurse es una de las mejores opciones que tienes.
Saborear Vetusta es saborear tradición, cumple a la perfección con el rol de cerveza Amber Ale:
Color cobrizo.
Cremosidad.
Ligero aroma a lupulado (floral).
Buen cuerpo.
Equilibrio
Dulce
¡Disfruta de Nurse Vetusta!
";https://static3.soloartesanas.es/1866-large_default/nurse-vetusta.jpg; Amber Ale;5.3;Ale;30.0;Kent Golding y Fuggles;40;Pale Ale, Crystal, Victoria y CaraAroma;10-13ºC;Cebada;Oviedo;Asturias;Asturias;España
282;tostada;Cerveza San Gabriel;Cerveza San Gabriel;"
San Gabriel es una cerveza de alta fermentación, turbia ycon toques tostados.
El color recuerda al a caramelo bajo un manto de fina espuma blanca y persistente Destacan las notas a pan tostado y un ligero matiz a regaliz, a la par que el lúpulo deja aromas herbales y a flor blanca. Saboréala, notarás el amargor bien integrado, elegante y persistente en el retrogusto.
 
";https://static1.soloartesanas.es/1793-large_default/cerveza-san-gabriel.jpg; Pale Ale;4.7;Ale;999.0;;;;;Cebada;Aranda de Duer0;Burgos;Castilla y León;España
283;tostada;Goose Blates;Goose;"
Goose Blates es una cerveza intensa y de carácter robusto. Es amarga y con mucho cuerpo, por eso es una Winter Ale rojiza y de persistente espuma.
El aroma de la cerveza se centra en toques cítrico, florales y frutas maduras, pero siempre asociados al sabor que proporciona la malta.
Es una cerveza perfecta para disfrutar siempre, pero especialmente en los fríos meses de invierno.
Por cierto, que no se nos olvide decir que esta cerveza es un homenaje a un buen amigo de Goose, es Pablo Arrechea, y verás lo guapo que es en la etiqueta de la botella.
";https://static3.soloartesanas.es/1781-large_default/goose-blates.jpg; Amber Ale;5.8;Ale;41.0;;;;6-11ºC;Cebada;La Granja;Segovia;Castilla y León;España
